Name,Associated Names,Ticker,Stock Table Name,Official Name,Sector,Exchange
,,KWR,,QUAKER CHEMICAL CORP,Materials,New York Stock Exchange Inc.
,,QLGN,,QUALIGEN THERAPEUTICS INC,Health Care,NASDAQ
,,XM,,QUALTRICS INTERNATIONAL CLASS A IN,Information Technology,NASDAQ
,,QLYS,,QUALYS INC,Information Technology,NASDAQ
,,NX,,QUANEX BUILDING PRODUCTS CORP,Industrials,New York Stock Exchange Inc.
,,PWR,,QUANTA SERVICES INC,Industrials,New York Stock Exchange Inc.
,,QTRX,,QUANTERIX CORP,Health Care,NASDAQ
,,QMCO,,QUANTUM CORP,Information Technology,NASDAQ
,,QSI,,QUANTUM SI INC CLASS A,Health Care,NASDAQ
,,QS,,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,DGX,,QUEST DIAGNOSTICS INC,Health Care,New York Stock Exchange Inc.
,,QRHC,,QUEST RESOURCE HOLDING CORP,Industrials,NASDAQ
,,QUIK,,QUICKLOGIC CORP,Information Technology,NASDAQ
,,QDEL,,QUIDELORTHO CORP,Health Care,NASDAQ
,,QNCX,,QUINCE THERAPEUTICS INC,Health Care,NASDAQ
,,QNST,,QUINSTREET INC,Communication,NASDAQ
,,QUOT,,QUOTIENT TECHNOLOGY INC,Communication,New York Stock Exchange Inc.
,,QRTEA,,QURATE RETAIL INC SERIES A,Consumer Discretionary,NASDAQ
,,RCM,,R1 RCM INC,Health Care,NASDAQ
,,RXT,,RACKSPACE TECHNOLOGY INC,Information Technology,NASDAQ
,,RDN,,RADIAN GROUP INC,Financials,New York Stock Exchange Inc.
,,RADI,,RADIUS GLOBAL INFRASTRUCTURE INC C,Communication,NASDAQ
,,RDNT,,RADNET INC,Health Care,NASDAQ
,,METC,,RAMACO RESOURCES INC,Materials,NASDAQ
,,RMBS,,RAMBUS INC,Information Technology,NASDAQ
,,RRC,,RANGE RESOURCES CORP,Energy,New York Stock Exchange Inc.
,,RNGR,,RANGER ENERGY SERVICES INC,Energy,New York Stock Exchange Inc.
,,ROCC,,RANGER OIL CORP CLASS A,Energy,NASDAQ
,,PACK,,RANPAK HOLDINGS CORP CLASS A,Materials,New York Stock Exchange Inc.
,,RPD,,RAPID7 INC,Information Technology,NASDAQ
,,RAPT,,RAPT THERAPEUTICS INC,Health Care,NASDAQ
,,RAVE,,RAVE RESTAURANT GROUP INC,Consumer Discretionary,NASDAQ
,,RJF,,RAYMOND JAMES INC,Financials,New York Stock Exchange Inc.
,,RYAM,,RAYONIER ADVANCED MATERIALS INC,Materials,New York Stock Exchange Inc.
,,RYN,,RAYONIER REIT INC,Real Estate,New York Stock Exchange Inc.
,,RBB,,RBB BANCORP,Financials,NASDAQ
,,RBC,,RBC BEARINGS INC,Industrials,New York Stock Exchange Inc.
,,RICK,,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,NASDAQ
,,RMAX,,RE MAX HOLDINGS INC CLASS A,Real Estate,New York Stock Exchange Inc.
,,RC,,READY CAPITAL CORP,Financials,New York Stock Exchange Inc.
,,O,,REALTY INCOME REIT CORP,Real Estate,New York Stock Exchange Inc.
,,RETA,,REATA PHARMACEUTICALS INC CLASS A,Health Care,NASDAQ
,,RXRX,,RECURSION PHARMACEUTICALS INC CLAS,Health Care,NASDAQ
,,RRBI,,RED RIVER BANCSHARES INC,Financials,NASDAQ
,,RRGB,,RED ROBIN GOURMET BURGERS INC,Consumer Discretionary,NASDAQ
,,RRR,,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,NASDAQ
,,RDVT,,RED VIOLET INC,Industrials,NASDAQ
,,RDFN,,REDFIN CORP,Real Estate,NASDAQ
,,RWT,,REDWOOD TRUST REIT INC,Financials,New York Stock Exchange Inc.
,,RRX,,REGAL REXNORD CORP,Industrials,New York Stock Exchange Inc.
,,REG,,REGENCY CENTERS REIT CORP,Real Estate,NASDAQ
,,RGNX,,REGENXBIO INC,Health Care,NASDAQ
,,RHE,,REGIONAL HEALTH PROPERTIES INC,Health Care,Nyse Mkt Llc
,,RGS,,REGIS CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,RGLS,,REGULUS THERAPEUTICS INC,Health Care,NASDAQ
,,RGA,,REINSURANCE GROUP OF AMERICA INC,Financials,New York Stock Exchange Inc.
,,REKR,,REKOR SYSTEMS INC,Information Technology,NASDAQ
,,RLAY,,RELAY THERAPEUTICS INC,Health Care,NASDAQ
,,RS,,RELIANCE STEEL & ALUMINUM,Materials,New York Stock Exchange Inc.
,,RLMD,,RELMADA THERAPEUTICS INC,Health Care,NASDAQ
,,MARK,,REMARK HOLDINGS INC,Information Technology,NASDAQ
,,RELY,,REMITLY GLOBAL INC,Financials,NASDAQ
,,RNR,,RENAISSANCERE HOLDING LTD,Financials,New York Stock Exchange Inc.
,,RNST,,RENASANT CORP,Financials,NASDAQ
,,RPAY,,REPAY HOLDINGS CORP CLASS A,Financials,NASDAQ
,,RGEN,,REPLIGEN CORP,Health Care,NASDAQ
,,REPL,,REPLIMUNE GROUP INC,Health Care,NASDAQ
,,FRBK,,REPUBLIC FIRST BANCORP INC,Financials,NASDAQ
,,REFR,,RESEARCH FRONT INC,Information Technology,NASDAQ
,,REZI,,RESIDEO TECHNOLOGIES INC,Industrials,New York Stock Exchange Inc.
,,RMD,,RESMED INC,Health Care,New York Stock Exchange Inc.
,,RGP,,RESOURCES CONNECTION INC,Industrials,NASDAQ
,,ROIC,,RETAIL OPPORTUNITY INVESTMENTS REI,Real Estate,NASDAQ
,,REVG,,REV GROUP INC,Industrials,New York Stock Exchange Inc.
,,RVNC,,REVANCE THERAPEUTICS INC,Health Care,NASDAQ
,,RVMD,,REVOLUTION MEDICINES INC,Health Care,NASDAQ
,,RVLV,,REVOLVE GROUP CLASS A INC,Consumer Discretionary,New York Stock Exchange Inc.
,,REX,,REX AMERICAN RESOURCES CORP,Energy,New York Stock Exchange Inc.
,,REXR,,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,New York Stock Exchange Inc.
,,REYN,,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,NASDAQ
,,RYTM,,RHYTHM PHARMACEUTICALS INC,Health Care,NASDAQ
,,RBBN,,RIBBON COMMUNICATIONS INC,Information Technology,NASDAQ
,,RIBT,,RICEBRAN TECHNOLOGIES,Consumer Staples,NASDAQ
,,RIGL,,RIGEL PHARMACEUTICALS INC,Health Care,NASDAQ
,,RGTI,,RIGETTI COMPUTING INC,Information Technology,NASDAQ
,,RMNI,,RIMINI STREET INC,Information Technology,NASDAQ
,,RNG,,RINGCENTRAL INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,RIOT,,RIOT PLATFORMS INC,Information Technology,NASDAQ
,,RAD,,RITE AID CORP,Consumer Staples,New York Stock Exchange Inc.
,,RITM,,RITHM CAPITAL CORP,Financials,New York Stock Exchange Inc.
,,RLI,,RLI CORP,Financials,New York Stock Exchange Inc.
,,RLJ,,RLJ LODGING TRUST REIT,Real Estate,New York Stock Exchange Inc.
,,RMR,,RMR GROUP INC CLASS A,Real Estate,NASDAQ
,,RHI,,ROBERT HALF,Industrials,New York Stock Exchange Inc.
,,RBLX,,ROBLOX CORP CLASS A,Communication,New York Stock Exchange Inc.
,,RKT,,ROCKET COMPANIES INC CLASS A,Financials,New York Stock Exchange Inc.
,,RKLB,,ROCKET LAB USA INC,Industrials,NASDAQ
,,RCKT,,ROCKET PHARMACEUTICALS INC,Health Care,NASDAQ
,,RMTI,,ROCKWELL MEDICAL INC,Health Care,NASDAQ
,,RMCF,,ROCKY MOUNTAIN CHOCOLATE FACTORY I,Consumer Staples,NASDAQ
,,ROG,,ROGERS CORP,Information Technology,New York Stock Exchange Inc.
,,ROIV,,ROIVANT SCIENCES LTD,Health Care,NASDAQ
,,ROKU,,ROKU INC CLASS A,Communication,NASDAQ
,,ROL,,ROLLINS INC,Industrials,New York Stock Exchange Inc.
,,ROOT,,ROOT INC CLASS A,Financials,NASDAQ
,,ROP,,ROPER TECHNOLOGIES INC,Information Technology,New York Stock Exchange Inc.
,,ROST,,ROSS STORES INC,Consumer Discretionary,NASDAQ
,,ROVR,,ROVER GROUP INC CLASS A,Consumer Discretionary,NASDAQ
,,RCL,,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,New York Stock Exchange Inc.
,,RGLD,,ROYAL GOLD INC,Materials,NASDAQ
,,RPRX,,ROYALTY PHARMA PLC CLASS A,Health Care,NASDAQ
,,RES,,RPC INC,Energy,New York Stock Exchange Inc.
,,RPM,,RPM INTERNATIONAL INC,Materials,New York Stock Exchange Inc.
,,RPT,,RPT REALTY,Real Estate,New York Stock Exchange Inc.
,,RUM,,RUMBLE INC CLASS A,Communication,NASDAQ
,,RUSHA,,RUSH ENTERPRISES INC CLASS A,Industrials,NASDAQ
,,RUSHB,,RUSH ENTERPRISES INC CLASS B,Industrials,NASDAQ
,,RSI,,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,New York Stock Exchange Inc.
,,RVLP,,RVL PHARMACEUTICALS PLC,Health Care,NASDAQ
,,RXO WI,,RXO INC,Industrials,New York Stock Exchange Inc.
,,RYAN,,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,New York Stock Exchange Inc.
,,R,,RYDER SYSTEM INC,Industrials,New York Stock Exchange Inc.
,,RYI,,RYERSON HOLDING CORP,Materials,New York Stock Exchange Inc.
,,RHP,,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,New York Stock Exchange Inc.
,,STBA,,S AND T BANCORP INC,Financials,NASDAQ
,,SANW,,S&W SEED,Consumer Staples,NASDAQ
,,SBRA,,SABRA HEALTH CARE REIT INC,Real Estate,NASDAQ
,,SABR,,SABRE CORP,Consumer Discretionary,NASDAQ
,,SFE,,SAFEGUARD SCIENTIFICS INC,Financials,NASDAQ
,,SAFE WI,,SAFEHOLD INC WHEN ISSUED,Real Estate,New York Stock Exchange Inc.
,,SAFT,,SAFETY INSURANCE GROUP INC,Financials,NASDAQ
,,SGA,,SAGA COMMUNICATIONS INC CLASS A,Communication,NASDAQ
,,SAGE,,SAGE THERAPEUTICS INC,Health Care,NASDAQ
,,SAIA,,SAIA INC,Industrials,NASDAQ
,,SLRX,,SALARIUS PHARMACEUTICALS INC,Health Care,NASDAQ
,,SAL,,SALISBURY BANCORP INC,Financials,NASDAQ
,,SBH,,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,IOT,,SAMSARA INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,SANA,,SANA BIOTECHNOLOGY INC,Health Care,NASDAQ
,,SD,,SANDRIDGE ENERGY INC,Energy,New York Stock Exchange Inc.
,,SASR,,SANDY SPRING BANCORP INC,Financials,NASDAQ
,,SGMO,,SANGAMO THERAPEUTICS INC,Health Care,NASDAQ
,,SANM,,SANMINA CORP,Information Technology,NASDAQ
,,SRPT,,SAREPTA THERAPEUTICS INC,Health Care,NASDAQ
,,STSA,,SATSUMA PHARMACEUTICALS INC,Health Care,NASDAQ
,,BFS,,SAUL CENTERS REIT INC,Real Estate,New York Stock Exchange Inc.
,,SVRA,,SAVARA INC,Health Care,NASDAQ
,,SBAC,,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,NASDAQ
,,SCSC,,SCANSOURCE INC,Information Technology,NASDAQ
,,SLB,,SCHLUMBERGER NV,Energy,New York Stock Exchange Inc.
,,SNDR,,SCHNEIDER NATIONAL INC CLASS B,Industrials,New York Stock Exchange Inc.
,,SCHN,,SCHNITZER STEEL INDUSTRIES INC CLA,Materials,NASDAQ
,,SRRK,,SCHOLAR ROCK HOLDING CORP,Health Care,NASDAQ
,,SCHL,,SCHOLASTIC CORP,Communication,NASDAQ
,,SDGR,,SCHRODINGER INC,Health Care,NASDAQ
,,SAIC,,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,New York Stock Exchange Inc.
,,SCLX,,SCILEX HOLDING CORP,Health Care,NASDAQ
,,SCPL,,SCIPLAY CLASS A CORP,Communication,NASDAQ
,,SMG,,SCOTTS MIRACLE GRO,Materials,New York Stock Exchange Inc.
,,SCPH,,SCPHARMACEUTICALS INC,Health Care,NASDAQ
,,SCU,,SCULPTOR CAPITAL MANAGEMENT INC CL,Financials,New York Stock Exchange Inc.
,,WORX,,SCWORX CORP,Health Care,NASDAQ
,,SCYX,,SCYNEXIS INC,Health Care,NASDAQ
,,SEB,,SEABOARD CORP,Consumer Staples,Nyse Mkt Llc
,,SEAC,,SEACHANGE INTERNATIONAL INC,Information Technology,NASDAQ
,,SBCF,,SEACOAST BANKING OF FLORIDA,Financials,NASDAQ
,,SMHI,,SEACOR MARINE HOLDINGS INC,Energy,New York Stock Exchange Inc.
,,STX,,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,NASDAQ
,,SEE,,SEALED AIR CORP,Materials,New York Stock Exchange Inc.
,,SEAS,,SEAWORLD ENTERTAINMENT INC,Consumer Discretionary,New York Stock Exchange Inc.
,,SCWX,,SECUREWORKS CLASS A CORP,Information Technology,NASDAQ
,,SEEL,,SEELOS THERAPEUTICS INC,Health Care,NASDAQ
,,SEER,,SEER INC CLASS A,Health Care,NASDAQ
,,SEIC,,SEI INVESTMENTS,Financials,NASDAQ
,,WTTR,,SELECT ENERGY SERVICES INC CLASS A,Energy,New York Stock Exchange Inc.
,,SEM,,SELECT MEDICAL HOLDINGS CORP,Health Care,New York Stock Exchange Inc.
,,SELB,,SELECTA BIOSCIENCES INC,Health Care,NASDAQ
,,SIGI,,SELECTIVE INSURANCE GROUP INC,Financials,NASDAQ
,,SLQT,,SELECTQUOTE INC,Financials,New York Stock Exchange Inc.
,,SLS,,SELLAS LIFE SCIENCES GROUP INC,Health Care,NASDAQ
,,SRE,,SEMPRA,Utilities,New York Stock Exchange Inc.
,,SEMR,,SEMRUSH HOLDINGS INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,SMTC,,SEMTECH CORP,Information Technology,NASDAQ
,,SENEA,,SENECA FOODS CORP CLASS A,Consumer Staples,NASDAQ
,,ST,,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,New York Stock Exchange Inc.
,,SENS,,SENSEONICS HOLDINGS INC,Health Care,Nyse Mkt Llc
,,SXT,,SENSIENT TECHNOLOGIES CORP,Materials,New York Stock Exchange Inc.
,,S,,SENTINELONE INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,MCRB,,SERES THERAPEUTICS INC,Health Care,NASDAQ
,,SRG,,SERITAGE GROWTH PROPERTIES CLA,Real Estate,New York Stock Exchange Inc.
,,SCI,,SERVICE,Consumer Discretionary,New York Stock Exchange Inc.
,,SVC,,SERVICE PROPERTIES TRUST,Real Estate,NASDAQ
,,NOW,,SERVICENOW INC,Information Technology,New York Stock Exchange Inc.
,,SFBS,,SERVISFIRST BANCSHARES INC,Financials,New York Stock Exchange Inc.
,,SVT,,SERVOTRONICS INC,Industrials,Nyse Mkt Llc
,,SES,,SES AI CORP CLASS A,Industrials,New York Stock Exchange Inc.
,,SHCR,,SHARECARE INC CLASS A,Health Care,NASDAQ
,,STTK,,SHATTUCK LABS INC,Health Care,NASDAQ
,,SHEN,,SHENANDOAH TELECOMMUNICATIONS,Communication,NASDAQ
,,SHW,,SHERWIN WILLIAMS,Materials,New York Stock Exchange Inc.
,,SFT,,SHIFT TECHNOLOGIES INC CLASS A,Consumer Discretionary,NASDAQ
,,FOUR,,SHIFT4 PAYMENTS INC CLASS A,Financials,New York Stock Exchange Inc.
,,SHLS,,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,NASDAQ
,,SWAV,,SHOCKWAVE MEDICAL INC,Health Care,NASDAQ
,,SCVL,,SHOE CARNIVAL INC,Consumer Discretionary,NASDAQ
,,SHBI,,SHORE BANCSHARES INC,Financials,NASDAQ
,,SHYF,,SHYFT GROUP INC,Industrials,NASDAQ
,,SIBN,,SI BONE INC,Health Care,NASDAQ
,,SIEB,,SIEBERT FINANCIAL CORP,Financials,NASDAQ
,,SIEN,,SIENTRA INC,Health Care,NASDAQ
,,SIF,,SIFCO INDUSTRIES INC,Industrials,Nyse Mkt Llc
,,SIGA,,SIGA TECHNOLOGIES INC,Health Care,NASDAQ
,,SGHT,,SIGHT SCIENCES INC,Health Care,NASDAQ
,,SIG,,SIGNET JEWELERS LTD,Consumer Discretionary,New York Stock Exchange Inc.
,,SLGN,,SILGAN HOLDINGS INC,Materials,New York Stock Exchange Inc.
,,SLAB,,SILICON LABORATORIES INC,Information Technology,NASDAQ
,,SILK,,SILK ROAD MEDICAL INC,Health Care,NASDAQ
,,SBOW,,SILVERBOW RESOURCES INC,Energy,New York Stock Exchange Inc.
,,SFNC,,SIMMONS FIRST NATIONAL CORP CLASS,Financials,NASDAQ
,,SPG,,SIMON PROPERTY GROUP REIT INC,Real Estate,New York Stock Exchange Inc.
,,SSD,,SIMPSON MANUFACTURING INC,Industrials,New York Stock Exchange Inc.
,,SLP,,SIMULATIONS PLUS INC,Health Care,NASDAQ
,,SBGI,,SINCLAIR BROADCAST GROUP INC CLASS,Communication,NASDAQ
,,SINT,,SINTX TECHNOLOGIES INC,Health Care,NASDAQ
,,SIRI,,SIRIUS XM HOLDINGS INC,Communication,NASDAQ
,,SPNT,,SIRIUSPOINT LTD,Financials,New York Stock Exchange Inc.
,,SITC,,SITE CENTERS CORP,Real Estate,New York Stock Exchange Inc.
,,SITE,,SITEONE LANDSCAPE SUPPLY INC,Industrials,New York Stock Exchange Inc.
,,SITM,,SITIME CORP,Information Technology,NASDAQ
,,STR,,SITIO ROYALTIES CORP CLASS A,Energy,New York Stock Exchange Inc.
,,SJW,,SJW GROUP,Utilities,New York Stock Exchange Inc.
,,SKX,,SKECHERS USA INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,SKLZ,,SKILLZ INC CLASS A,Communication,New York Stock Exchange Inc.
,,SKY,,SKYLINE CHAMPION CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,SKYW,,SKYWEST INC,Industrials,NASDAQ
,,SWKS,,SKYWORKS SOLUTIONS INC,Information Technology,NASDAQ
,,SNBR,,SLEEP NUMBER CORP,Consumer Discretionary,NASDAQ
,,SLM,,SLM CORP,Financials,NASDAQ
,,SGH,,SMART GLOBAL HOLDINGS,Information Technology,NASDAQ
,,SND,,SMART SAND INC,Energy,NASDAQ
,,SMBK,,SMARTFINANCIAL INC,Financials,NASDAQ
,,SMRT,,SMARTRENT INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,SMAR,,SMARTSHEET INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,SDC,,SMILEDIRECTCLUB INC CLASS A,Health Care,NASDAQ
,,SMSI,,SMITH MICRO SOFTWARE INC,Information Technology,NASDAQ
,,SWBI,,SMITH WESSON BRANDS INC,Consumer Discretionary,NASDAQ
,,SNA,,SNAP ON INC,Industrials,New York Stock Exchange Inc.
,,SNOW,,SNOWFLAKE CLASS A,Information Technology,New York Stock Exchange Inc.
,,SCTL,,SOCIETAL CDMO INC,Health Care,NASDAQ
,,SHCO,,SOHO HOUSE AND CO INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,SEDG,,SOLAREDGE TECHNOLOGIES INC,Information Technology,NASDAQ
,,SOI,,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,New York Stock Exchange Inc.
,,SWI,,SOLARWINDS CORP,Information Technology,New York Stock Exchange Inc.
,,SLNO,,SOLENO THERAPEUTICS INC,Health Care,NASDAQ
,,SLDB,,SOLID BIOSCIENCES INC,Health Care,NASDAQ
,,SLDP,,SOLID POWER INC CLASS A,Consumer Discretionary,NASDAQ
,,SNGX,,SOLIGENIX INC,Health Care,NASDAQ
,,XPL,,SOLITARIO ZINC CORP,Materials,Nyse Mkt Llc
,,SLGC,,SOMALOGIC INC CLASS A,Health Care,NASDAQ
,,SAH,,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,SONN,,SONNET BIOTHERAPEUTICS HOLDINGS IN,Health Care,NASDAQ
,,SON,,SONOCO PRODUCTS,Materials,New York Stock Exchange Inc.
,,SNOA,,SONOMA PHARMACEUTICALS INC,Health Care,NASDAQ
,,SONO,,SONOS INC,Consumer Discretionary,NASDAQ
,,SHC,,SOTERA HEALTH COMPANY,Health Care,NASDAQ
,,SOHO,,SOTHERLY HOTELS REIT INC,Real Estate,NASDAQ
,,SFBC,,SOUND FINANCIAL BANCORP INC,Financials,NASDAQ
,,SOUN,,SOUNDHOUND AI INC CLASS A,Information Technology,NASDAQ
,,SSTI,,SOUNDTHINKING INC,Information Technology,NASDAQ
,,SPFI,,SOUTH PLAINS FINANCIAL INC,Financials,NASDAQ
,,SO,,SOUTHERN,Utilities,New York Stock Exchange Inc.
,,SFST,,SOUTHERN FIRST BANCSHARES INC,Financials,NASDAQ
,,SMBC,,SOUTHERN MISSOURI BANCORP INC,Financials,NASDAQ
,,SBSI,,SOUTHSIDE BANCSHARES INC,Financials,NASDAQ
,,SSB,,SOUTHSTATE CORP,Financials,NASDAQ
,,SWX,,SOUTHWEST GAS HOLDINGS INC,Utilities,New York Stock Exchange Inc.
,,SWN,,SOUTHWESTERN ENERGY,Energy,New York Stock Exchange Inc.
,,SOVO,,SOVOS BRANDS INC,Consumer Staples,NASDAQ
,,SP,,SP PLUS CORP,Industrials,NASDAQ
,,SPTN,,SPARTANNASH,Consumer Staples,NASDAQ
,,SPB,,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,New York Stock Exchange Inc.
,,SPPI,,SPECTRUM PHARMACEUTICALS INC,Health Care,NASDAQ
,,SPRO,,SPERO THERAPEUTICS INC,Health Care,NASDAQ
,,SPHR,,SPHERE ENTERTAINMENT CLASS A,Communication,New York Stock Exchange Inc.
,,SR,,SPIRE INC,Utilities,New York Stock Exchange Inc.
,,SPR,,SPIRIT AEROSYSTEMS INC CLASS A,Industrials,New York Stock Exchange Inc.
,,SAVE,,SPIRIT AIRLINES INC,Industrials,New York Stock Exchange Inc.
,,SRC,,SPIRIT REALTY CAPITAL REIT INC,Real Estate,New York Stock Exchange Inc.
,,SPLK,,SPLUNK INC,Information Technology,NASDAQ
,,SPOK,,SPOK HOLDINGS INC,Communication,NASDAQ
,,SPWH,,SPORTSMANS WAREHOUSE HOLDINGS INC,Consumer Discretionary,NASDAQ
,,SWTX,,SPRINGWORKS THERAPEUTICS INC,Health Care,NASDAQ
,,CXM,,SPRINKLR INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,SPT,,SPROUT SOCIAL INC CLASS A,Information Technology,NASDAQ
,,SFM,,SPROUTS FARMERS MARKET INC,Consumer Staples,NASDAQ
,,SPRU,,SPRUCE POWER HOLDING CORP,Utilities,New York Stock Exchange Inc.
,,SPSC,,SPS COMMERCE INC,Information Technology,NASDAQ
,,SPXC,,SPX TECHNOLOGIES CORP,Industrials,New York Stock Exchange Inc.
,,SQSP,,SQUARESPACE INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,SOC,,SRAX INC,Information Technology,NASDAQ
,,SSNC,,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,NASDAQ
,,JOE,,ST JOE,Real Estate,New York Stock Exchange Inc.
,,STAA,,STAAR SURGICAL,Health Care,NASDAQ
,,STAG,,STAG INDUSTRIAL REIT INC,Real Estate,New York Stock Exchange Inc.
,,STGW,,STAGWELL INC CLASS A,Communication,NASDAQ
,,LAB,,STANDARD BIOTOOLS INC,Health Care,NASDAQ
,,SMP,,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,SXI,,STANDEX INTERNATIONAL CORP,Industrials,New York Stock Exchange Inc.
,,SWK,,STANLEY BLACK & DECKER INC,Industrials,New York Stock Exchange Inc.
,,STRR,,STAR EQUITY HOLDINGS INC,Health Care,NASDAQ
,,STHOV,,STAR HOLDINGS SHARES OF BENEFICIAL,Real Estate,NASDAQ
,,STWD,,STARWOOD PROPERTY TRUST REIT INC,Financials,New York Stock Exchange Inc.
,,STLD,,STEEL DYNAMICS INC,Materials,NASDAQ
,,SCS,,STEELCASE INC CLASS A,Industrials,New York Stock Exchange Inc.
,,STEL,,STELLAR BANCORP INC,Financials,NASDAQ
,,STEM,,STEM INC,Industrials,New York Stock Exchange Inc.
,,SCL,,STEPAN,Materials,New York Stock Exchange Inc.
,,STEP,,STEPSTONE GROUP INC CLASS A,Financials,NASDAQ
,,STXS,,STEREOTAXIS INC,Health Care,Nyse Mkt Llc
,,SRCL,,STERICYCLE INC,Industrials,NASDAQ
,,STE,,STERIS,Health Care,New York Stock Exchange Inc.
,,SBT,,STERLING BANCORP INC,Financials,NASDAQ
,,STER,,STERLING CHECK CORP,Industrials,NASDAQ
,,STRL,,STERLING INFRASTRUCTURE INC,Industrials,NASDAQ
,,SHOO,,STEVEN MADDEN LTD,Consumer Discretionary,NASDAQ
,,STC,,STEWART INFO SERVICES CORP,Financials,New York Stock Exchange Inc.
,,SF,,STIFEL FINANCIAL CORP,Financials,New York Stock Exchange Inc.
,,SFIX,,STITCH FIX INC CLASS A,Consumer Discretionary,NASDAQ
,,SYBT,,STOCK YARDS BANCORP INC,Financials,NASDAQ
,,STOK,,STOKE THERAPEUTICS INC,Health Care,NASDAQ
,,SRI,,STONERIDGE INC,Consumer Discretionary,New York Stock Exchange Inc.
,,SNEX,,STONEX GROUP INC,Financials,NASDAQ
,,SSKN,,STRATA SKIN SCIENCES INC,Health Care,NASDAQ
,,STRA,,STRATEGIC EDUCATION INC,Consumer Discretionary,NASDAQ
,,STRM,,STREAMLINE HEALTH SOLUTIONS INC,Health Care,NASDAQ
,,LRN,,STRIDE INC,Consumer Discretionary,New York Stock Exchange Inc.
,,SYK,,STRYKER CORP,Health Care,New York Stock Exchange Inc.
,,RGR,,STURM RUGER INC,Consumer Discretionary,New York Stock Exchange Inc.
,,INN,,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate,New York Stock Exchange Inc.
,,SUM,,SUMMIT MATERIALS INC CLASS A,Materials,New York Stock Exchange Inc.
,,SSBI,,SUMMIT STATE BANK,Financials,NASDAQ
,,SUMO,,SUMO LOGIC INC,Information Technology,NASDAQ
,,SUI,,SUN COMMUNITIES REIT INC,Real Estate,New York Stock Exchange Inc.
,,SNCY,,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,NASDAQ
,,SXC,,SUNCOKE ENERGY INC,Materials,New York Stock Exchange Inc.
,,NOVA,,SUNNOVA ENERGY INTERNATIONAL INC,Utilities,New York Stock Exchange Inc.
,,SPWR,,SUNPOWER CORP,Industrials,NASDAQ
,,RUN,,SUNRUN INC,Industrials,NASDAQ
,,SHO,,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,New York Stock Exchange Inc.
,,SUNW,,SUNWORKS INC,Industrials,NASDAQ
,,SLGG,,SUPER LEAGUE GAMING,Communication,NASDAQ
,,SDPI,,SUPERIOR DRILLING PRODUCTS INC,Energy,Nyse Mkt Llc
,,SUP,,SUPERIOR INDS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,SUPN,,SUPERNUS PHARMACEUTICALS INC,Health Care,NASDAQ
,,SRGA,,SURGALIGN HOLDINGS INC,Health Care,NASDAQ
,,SGRY,,SURGERY PARTNERS INC,Health Care,NASDAQ
,,SRDX,,SURMODICS INC,Health Care,NASDAQ
,,STRO,,SUTRO BIOPHARMA INC,Health Care,NASDAQ
,,SG,,SWEETGREEN INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,SLVM,,SYLVAMO CORP,Materials,New York Stock Exchange Inc.
,,SYM,,SYMBOTIC CORP CLASS A,Industrials,NASDAQ
,,SYNA,,SYNAPTICS INC,Information Technology,NASDAQ
